MEET,RCDATE,RCDAY,RCNO,CHULNO,HRNAME,HRNO,PRD,SEX,AGE,HR_LAST_AMT,WGBUDAM,RATING,JKNAME,JKNO,TRNAME,TRNO,OWNAME,OWNO,ILSU,RCDIST,DUSU,RANK,PRIZECOND,AGECOND,STTIME,BUDAM,RCNAME,CHAKSUN1,CHAKSUN2,CHAKSUN3,CHAKSUN4,CHAKSUN5,CHAKSUNT,CHAKSUNY,CHAKSUN_6M,ORD1CNTT,ORD2CNTT,ORD3CNTT,RCCNTT,ORD1CNTY,ORD2CNTY,ORD3CNTY,RCCNTY
中山,20260418,土,10,6,コスモジンバック,2021106797,,牡,5,,58.0,,石橋脩,01077,相沢,01020,,,,1800,13,３勝クラス,,サラ系４歳以上,15:00,定量,下総S,1870,750,470,280,187,,,,,,,,,,,
中山,20260418,土,10,7,ニシノライコウ,2020105494,,牡,6,,58.0,,津村,01092,古賀慎,01079,,,,1800,13,３勝クラス,,サラ系４歳以上,15:00,定量,下総S,1870,750,470,280,187,,,,,,,,,,,
中山,20260418,土,10,8,ドバイブルース,2021105182,,牡,5,,58.0,,ディー,05674,加藤征,01059,,,,1800,13,３勝クラス,,サラ系４歳以上,15:00,定量,下総S,1870,750,470,280,187,,,,,,,,,,,
中山,20260418,土,10,9,ワイドブリザード,2021104416,,セン,5,,58.0,,戸崎圭,05386,佐藤悠,01205,,,,1800,13,３勝クラス,,サラ系４歳以上,15:00,定量,下総S,1870,750,470,280,187,,,,,,,,,,,
中山,20260418,土,10,10,バギーウィップ,2022102987,,牡,4,,58.0,,武藤,01169,萩原,01017,,,,1800,13,３勝クラス,,サラ系４歳以上,15:00,定量,下総S,1870,750,470,280,187,,,,,,,,,,,
中山,20260418,土,10,11,ヴァンドーム,2021100170,,牡,5,,58.0,,大野,01096,安田,01164,,,,1800,13,３勝クラス,,サラ系４歳以上,15:00,定量,下総S,1870,750,470,280,187,,,,,,,,,,,
中山,20260418,土,10,12,サトミノエンジェル,2022101389,,牡,4,,58.0,,横山武,01170,鈴木伸,01026,,,,1800,13,３勝クラス,,サラ系４歳以上,15:00,定量,下総S,1870,750,470,280,187,,,,,,,,,,,
中山,20260418,土,10,13,プレイサーゴールド,2020100053,,牡,6,,58.0,,岩田康,05203,今野,01128,,,,1800,13,３勝クラス,,サラ系４歳以上,15:00,定量,下総S,1870,750,470,280,187,,,,,,,,,,,
中山,20260418,土,11,1,ポリトナリティー,2021100016,,牝,5,,61.0,,水沼,01201,和田雄,01143,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,11,2,フォージドブリック,2021104800,,牡,5,,63.0,,大江圭,01120,西田,01187,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,11,3,ホウオウプロサンゲ,2021105623,,牡,5,,63.0,,小野寺,01123,矢作,01075,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,11,4,サンデイビス,2018100297,,牡,8,,63.0,,上野,01087,村田,01190,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,11,5,プラチナドリーム,2019106330,,牡,7,,63.0,,石神深,01059,菊川,01052,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,11,6,エコロデュエル,2019101614,,牡,7,,63.0,,草野,01113,岩戸,01051,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,11,7,ネビーイーム,2018103677,,牡,8,,63.0,,小牧加,01196,中竹,01039,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,11,8,ヘザルフェン,2021110022,,牡,5,,63.0,,森一,01139,昆,01044,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,11,9,タンジェントアーク,2018100752,,セン,8,,63.0,,五十嵐,01069,田村,01027,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,11,10,ディナースタ,2019101507,,牡,7,,63.0,,高田,01046,辻野,01183,,,,4260,10,オープン,,障害４歳以上,15:40,定量,中山グランドJ,7000,2800,1800,1100,700,,,,,,,,,,,
中山,20260418,土,12,1,ブリーズオンチーク,2021105958,,牝,5,,56.0,,石橋脩,01077,高野,01117,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,2,イモータルバード,2021100674,,牡,5,,58.0,,原,01184,栗田,01127,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,3,フォーワンセルフ,2019102163,,牡,7,,58.0,,柴田大,01009,小手川,01171,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,4,ケンキョ,2020105949,,牡,6,,58.0,,佐々木,01197,高橋文,01134,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,5,ホウオウプレミア,2019105041,,牡,7,,58.0,,岩田康,05203,奥村武,01145,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,6,トロピカルヒーロー,2020104960,,牡,6,,58.0,,野中,01158,石栗,01043,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,7,ハヤテノツバサ,2022100194,,牡,4,,58.0,,横山武,01170,杉山佳,01178,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,8,タイセイルヴァン,2022103859,,牡,4,,58.0,,黛,01109,新開,01116,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,9,アストラカ,2021100639,,セン,5,,58.0,,大野,01096,石坂,01166,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,10,ドナカルナバル,2022106568,,牝,4,,56.0,,江田照,00689,高木,01088,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,11,サマースイートピー,2022107359,,牝,4,,56.0,,原田和,01143,千葉,01199,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,12,ライトニングゼウス,2021104058,,牡,5,,58.0,,ルメール,05339,伊藤圭,01023,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
中山,20260418,土,12,13,ルイステソーロ,2022100574,,セン,4,,58.0,,木幡巧,01162,畠山,01048,,,,1200,13,２勝クラス,,サラ系４歳以上,16:30,定量,葛飾特別,1580,630,400,240,158,,,,,,,,,,,
