MEET,RCDATE,RCDAY,RCNO,CHULNO,HRNAME,HRNO,PRD,SEX,AGE,HR_LAST_AMT,WGBUDAM,RATING,JKNAME,JKNO,TRNAME,TRNO,OWNAME,OWNO,ILSU,RCDIST,DUSU,RANK,PRIZECOND,AGECOND,STTIME,BUDAM,RCNAME,CHAKSUN1,CHAKSUN2,CHAKSUN3,CHAKSUN4,CHAKSUN5,CHAKSUNT,CHAKSUNY,CHAKSUN_6M,ORD1CNTT,ORD2CNTT,ORD3CNTT,RCCNTT,ORD1CNTY,ORD2CNTY,ORD3CNTY,RCCNTY
阪神,20260418,土,1,1,スマートルヴァン,2023102766,,牝,3,,55.0,,北村友,01102,上村,01168,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,2,ケイトバローズ,2023100601,,牝,3,,55.0,,菱田,01144,渡辺,01155,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,3,ジーティービキニ,2023107267,,牝,3,,55.0,,レーン,05585,松下,01149,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,4,ショウサンカナヲ,2023101526,,牝,3,,55.0,,酒井,01034,松下,01149,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,5,アンヌグロース,2023105244,,牝,3,,55.0,,国分優,01125,松下,01149,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,6,アグレイビューティ,2023103676,,牝,3,,55.0,,岩田望,01174,上村,01168,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,7,ダリアフレイバー,2023102197,,牝,3,,55.0,,鮫島駿,01157,河嶋,01198,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,8,アオイハルカ,2023106068,,牝,3,,55.0,,池添,01032,大久保,01058,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,9,コイタマチャン,2023100652,,牝,3,,55.0,,松山,01126,宮本,01073,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,10,メイショウメゴヒメ,2023109040,,牝,3,,55.0,,高杉,01213,大橋,01065,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,11,ペコリズム,2023106339,,牝,3,,55.0,,幸,00732,森田,01142,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,12,ペガサスウィンド,2023100609,,牝,3,,55.0,,吉村,01216,宮地,01211,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,13,ゼルノードゥス,2023104553,,牝,3,,53.0,,△柴田裕,01212,中竹,01039,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,14,ローゾフィア,2023104384,,牝,3,,55.0,,角田和,01186,宮本,01073,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,1,15,グロリアス,2023102891,,牝,3,,55.0,,田口,01208,新谷,01172,,,,1800,15,未勝利,,サラ系３歳,09:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,1,ジョーヴェスタ,2023100287,,牝,3,,55.0,,国分優,01125,松下,01149,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,2,サンシャインビーチ,2023101738,,牝,3,,55.0,,岩部,00726,渡辺,01155,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,3,ロードフリューゲル,2023105816,,牡,3,,57.0,,北村友,01102,上村,01168,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,4,マリリンバローズ,2023105466,,牝,3,,55.0,,川田,01088,佐藤悠,01205,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,5,ヤマトチャージ,2023103054,,牡,3,,55.0,,△柴田裕,01212,安達,01042,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,6,グレイトソン,2023105059,,牡,3,,57.0,,松山,01126,鈴木孝,01111,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,7,アメリカンパウダー,2023110083,,牝,3,,55.0,,角田和,01186,角田,01121,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,8,ナムラステラ,2023106239,,牝,3,,55.0,,団野,01180,荒川,01095,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,9,セイウンダイフク,2023104705,,牡,3,,57.0,,池添,01032,宮本,01073,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,10,クモンリュウ,2023100378,,牡,3,,57.0,,太宰,01037,牧田,01123,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,11,チアフルラン,2023104747,,牡,3,,57.0,,高倉,01130,渡辺,01155,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,12,プルミエショコラ,2023101506,,牝,3,,55.0,,田口,01208,大橋,01065,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,13,スラッシュ,2023103189,,牡,3,,57.0,,菱田,01144,安達,01042,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,14,メッチャエエヤン,2023104997,,牡,3,,57.0,,秋山稔,01181,宮,01018,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,15,ゴッドシュアウイン,2023105026,,牡,3,,57.0,,酒井,01034,飯田,01139,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,2,16,ウェルカムソング,2023107545,,牡,3,,57.0,,岩田望,01174,河嶋,01198,,,,1200,16,未勝利,,サラ系３歳,10:25,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,1,ハイビッグゴールド,2023102773,,牡,3,,57.0,,幸,00732,谷,00431,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,2,アメリカンダンス,2023110082,,牝,3,,55.0,,角田和,01186,藤岡健,01062,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,3,ピースビート,2023103098,,牡,3,,57.0,,団野,01180,中村,01186,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,4,ポップアップ,2023105444,,セン,3,,57.0,,高杉,01213,寺島,01158,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,5,ウインモンクール,2023105889,,牡,3,,57.0,,西村淳,01171,新谷,01172,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,6,エイシンリブウェル,2023105508,,牡,3,,57.0,,坂井,01163,大久保,01058,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,7,ボクサークラブ,2023103395,,牡,3,,57.0,,鮫島駿,01157,杉山佳,01178,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,8,メイショウハチマキ,2023106565,,牡,3,,57.0,,太宰,01037,飯田,01139,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,9,フィサブロス,2023100230,,牡,3,,57.0,,松山,01126,橋口,01154,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,10,グランシャン,2023102630,,牡,3,,57.0,,菱田,01144,松永幹,01092,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,11,エクストラプッシュ,2023105329,,牡,3,,57.0,,岩田望,01174,奥村豊,01146,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
阪神,20260418,土,3,12,ギガント,2023104448,,牡,3,,57.0,,酒井,01034,東田,01209,,,,2000,15,未勝利,,サラ系３歳,10:55,馬齢,3歳未勝利,590,240,150,89,59,,,,,,,,,,,
